cegme	training	ashton kutcher	I couldn't image ██████████████ in a serious role, but his performance truly
Kovida98	training	Roger Livesey	Be prepared to have your heart warmed by this sweet, innocent and charming love story █████████████ acts like a man possessed to steal the show!!!!  British Cinema should cry when it remembers how good it used to be in those early post war years.
Kovida98	training	Cinderella	This sequel does what Return to Neverland didn't accomplish A good follow-up to the ██████████ story; but what becomes of Drusilla? Another sequel? I hope so!
Kovida98	training	Fartman Maurice	. This liberal attitude is also seen in the hilarious '████████████████ character As his lover says to him: 'Most people are embarrassed about farting You turn it into an art form.'
Kovida98	training	Kate	My wife, ████ and I absolutely loved the series and can't wait for the next one (hopefully there is a sequel!)
Kovida98	training	Phillip	Every time I watch it, the ending makes me cry I can really identify with Busy ███████'s character, and how I would feel if the same thing had happened to me.
Kovida98	training	Sheeta	This movie totally impressed me! I fell in love with Pazu and ██████, and their sweet, caring friendship
Kovida98	training	Dr Petiot	This is easily a 9 Michel Serrault, known more for comic roles in the earlier part of his acting career, does a stunning, even worryingly stunning job of impersonating █████████, a legendary French serial killer.
Kovida98	training	Ed Harris	The three main characters are amazing De Niro has done one of his best jobs but █████████ is the star of this movie Possibly,this was his best performance ever.
Kovida98	training	Bill Ivans	In 1967 I visited the Lake Elsinore glider-port and flew a yellow Pratt Read sailplane Returning to Germany the above serious ran on TV and one segment was about the high altitude sailplane flights in California in the early 50ies (The real life pilot was ██████████, I don't know who played him in the series)
Kovida98	training	Emma Roberts	I thought ████████████ did a superb job and the rest of the cast was just fine My only criticism is that the Los Angeles sets were not as interesting as they should have been
Kovida98	training	John Adam	Strange things begin to happen in the house, and █████████ begins to turn into the man who disappeared, who was actually a mass murderer Highly recommended 8/10
Kovida98	training	Arnold Ridley	Interestingly the ghost train was written by █████████████ of Dads Army fame (Private Godfrey the medic) Watch it on a rainy Sunday afternoon after your lunch and smile.
Kovida98	training	Abhay	The idea of marrying a stranger through the mutual arrangement of parents is difficult, especially in this modern age Yet this is the case in this Hindi film Told with humor, and fresh perspective, we learn of █████ and Ritika who have only met once and are now on their traditional five day honeymoon
Kovida98	training	Jeremy Northam	shallow The main character, ██████████████, decides to immerse himself into the world of espionage
Kovida98	training	Conchatta Ferrell	No one was glamorous or looked as if they had just spent a session with the makeup or costume department █████████████████ is just wonderful She is an example of the strong, persevering people who came to Wyoming in the early 20th century and let no hardship stand in their way of a new life in a new land.
Kovida98	training	Eric Williams	The Wooden Horse was one of the first "great" escape stories from World War II, telling the true story of █████████████ and others in their escape from Stalag-Lufft III in October of 1943
Kovida98	training	George Clooney	Nice to see ██████████████ doing something genuinely funny for a change The casting is perfect and the acting standards very high
Kovida98	training	Jenna Jameson	Oh yeah! █████████████ did it again! Yeah Baby! This movie rocks It was one of the 1st movies i saw of her
Kovida98	training	Al Pacino	A lot of people are saying that █████████ over acted but I mean common obviously for a movie role like this -- a cuban drug lord you need a bit of over acting in this role with that cuban accent
Kovida98	training	John Hughes	We may count ourselves lucky that writers/directors like ███████████ are occasionally able to make their creative voices heard.
Kovida98	training	Angelina Jolie	Stupid, Stupid, Stupid I think that ██████████████ is probably one of the most talented actress' today, but a movie like this isn't just worth her time
Kovida98	training	Paltrow	This made me laugh out loud a lot, with perfect British and verbal material Every acting performance is spot-on, and ███████ completely nails the role of a kind matchmaker
Kovida98	training	John Lithgow	This movie is really nerve racking Cliffhangin movie!Stallone was good as always!Michael Rooker put on a surprising performance and ████████████ play a excellent villain!
Kovida98	training	Brad Pitt	I strongly recommend anyone that has the chance to go to Montana to fish or be outdoors to do so It is amazing I can not think of anyone else that could play the role better than █████████
Kovida98	training	Brendan Frazer	There are hundreds of zombies, and the Director looks like ██████████████ (he has a cameo) and it is just a wild trip.
Kovida98	training	TOM BOSLEY	This unique blend makes for a unique and compelling story The casts is outstanding, including ██████████ who as far as I know never has been in a horror movie before
Kovida98	training	Martin Luther King	A system who hides the truth, and who is violating the rights of existence A boy who, inspired by ██████████████████, stands up, and tells the truth A family who is falling apart, and fighting against it
Kovida98	training	Laurence Olivier	This was by far the best war documentary ever made From the very beginning of the first episode when Sir ████████████████ described the horrific events in Oradour-Sur-Glane 'The day the soldiers came' To the final days of the war when the mushroom clouds appeared over Japan
Kovida98	training	Ivan Trojan	The actors are excellent, especially ███████████, whose final scenes are a real master piece! I highly recommend this film, it's one of the most original ones I've ever seen!
Kovida98	training	Verhoeven	viewers However, it'll be hard even for them not to appreciate the several imaginative sequences this film contains, or to ignore Krabbe's first-rate performance █████████ maintains an intriguing ambivalence throughout the film
Kovida98	training	Jay Chou	you're so obsessed by the films of Hollywood that you can't see how good is this movie i'm not a fan of ████████ but i like his play
Kovida98	training	Sadie	perfection It is sad to see how █████'s father refused to allow his daughter to continue to see her boyfriend due to a possible misunderstanding
Kovida98	training	Chris Sarandon	Her boyfriend (a slimy lawyer, played by ██████████████) starts poking around and finds that things are not what they seem, not by a long shot
Kovida98	training	Ashley Judd	A small, simple movie that is very entertaining and leaves you with the feeling that you didn't just waste an hour and a half of your life. ███████████ is really quite amazing in this movie I had never really been a fan or had noticed her before but going back and seeing this early performance of hers convinced me she's extremely talented.
Kovida98	training	Tony	I disagree but this movie is very very good ████ is a bad ass guy and knows that he's intimidating and uses it to get ahead
Kovida98	training	Teresa Pavlinek	███████████████ was a popular member of the Toronto Second City cast She has done numerous guest spots and commercials up here in Canada
Kovida98	training	Wu Ma	The film has some wonderful visuals and amazing fights.I love especially the fight scene between █████ and the tree demon tongue.
Kovida98	training	Bryan Adams	Well, what can I say, this movie really got to me, it's not so bad, as many say, I really loved it, although the idea seems so simple, and rather boring, it isn't First of all I enjoyed the soundtrack (███████████), it really goes with the movie Second the simple story
Kovida98	training	Stacy Peralta	This was the best documentary I've ever seen!! I just saw Lords of Dogtown and wanted to know more about █████████████, and was surprised and happy to find out this was one of his films as well Great Job Stacy!
Kovida98	training	'Smita Patil'	The most definitive movie on Mumbai Police This movie has stood the test of times. Om Puri gives a stellar performance, ███████████ no less All the actors have done their best and the movie races on thrilling you at every moment
Kovida98	training	Ruth Gordon	A top notch Columbo from beginning to end I particularly like the interaction between Columbo and the killer, ███████████.
Kovida98	training	Robert Drivas	There's a lot of spliced-in, second-long snippets of Vegas traffic, casino crowds, and even a scene where the █████████████ character is having a conversation with his father about how much he's grown up
Kovida98	training	Judd Nelson	I also thought that the cast in this movie was great, ███████████ is always the best! I also enjoyed the plot as a whole
Kovida98	training	Ashley Judd	This is an intimate movie of a sincere girl in the real world out of Hollywood's cheap fantasy is a very good piece of its class, and ███████████ fills the role impeccably It may appear slow for thrill seekers though Cool movie for a calm night.
Kovida98	training	Jafar Panahi	The director ████████████, from "The White Balloon", "The Mirror" and "The Circle", shot this movie on the day that Iran defeated Bahrain and qualified to the World Cup in Germany
Kovida98	training	Albert	It's actually far better than that, and I found myself really enjoying it I don't know too much about Queen Victoria beyond what most know - married to ██████, who died young, and she mourned him ever after Seeing the circumstances
Kovida98	training	Marta Belenguer	Also pay attention to the performance of ███████████████, her reaction shots are incredible. Overall rating: 8/10
Kovida98	training	Busby Berkley	Such energy and vitality You just can't go wrong with █████████████ films and this certainly must be his best Of course the choreography is wonderful, but also the banter between Cagney and Blondell is so colorful and such a delight Don't miss this one.
Kovida98	validation	Ben Stiller	The cast of this movie plays their characters to the 'T' (If you watched Permanent Midnight and became a ███████████ fan then yes you will be disappointed)
Kovida98	validation	David Beckham	I am one of those American fools that has no clue I had never even seen █████████████ before this film I chose to ignore the buzz surrounding this film at the time it was released in America Enough about me
Kovida98	validation	Walerian Borowczyk	In the serious terms now,its an allegory, that men sometimes could be bestial, visceral and brutal,██████████████████ (the director) shows us the loss of innocence, sexual violence, rape and brutality
Kovida98	validation	Jeremy Clarkson	I have to say that sometimes "looks" are all that matters, just like ███████████████ from BBC has pointed out (not about our earth though, but he is right anyway).
Kovida98	validation	Ricky Ullman	I thought that Avi did a great job in his role and ████████████ was absolutely true to his role for a Disney actor
Kovida98	validation	Jim Carey	The movie is a great combination of comedy and typical romance █████████ is superb as a down on his luck reporter who is given the power to change himself and the city in which he resides
Kovida98	validation	Jim Larson's	████████████ comments about it being a "sweet funny story of 2 people crossing paths" were dead on Writers probably shouldn't get a bonus, everyone else SRO for making the movie.
Kovida98	validation	Cary Grant	Filled with great characters all of whom, ██████████ is convinced, are out to fleece him in the building of a dream home.
Kovida98	validation	Michael Redgrave	The narration by Sir ████████████████ is moving The length of the work makes it easily accessible for class room exposure or TV/Video time slots.
Kovida98	validation	Gena Rowland	Beautiful film, pure Cassavetes style ████████████ gives a stunning performance of a declining actress, dealing with success, aging, loneliness...and alcoholism
Kovida98	validation	madhur	The first review I saw of Page 3 said "what is ██████ bhandarkar finally wants to say?" Should he say something so decisive.
Kovida98	validation	Eddie	Until I saw this special on HBO, I had never heard of █████ Izzard I sure am glad that I have now! He is one of the funniest comedians I have ever seen!
Kovida98	validation	Meryl Streep	This movie is very good The screenplay is enchanting But ████████████ is most impressive
Kovida98	validation	Michelle Rodriguez	This movie has made me want to become a director, and ██████████████████ is brilliant How the hell wasn't she on mtv's top 25 under 25
Kovida98	validation	Kurt Russel	And you know what it worked ███████████ did what I though was a remarkable role in showing the emotionless soldier that he was I recommend this movie
Kovida98	validation	Jud Nelson	██████████ is an aspiring actor who becomes involved with a married couple who enjoy playing sadistic games on other people
Kovida98	validation	Dean Koontz	I still find it hard to believe that a fine - if overlong - novel by ███████████ was transformed into this utter excrement.
Kovida98	validation	Raquel Welch	I do find a bit of interest in an Italian spoof of movies like One Million Years B.C with ████████████ I'll give When Women Had Tails a point for its historic "value"
Kovida98	validation	Charlotte Arnold's	I hate ██████████████████ guts, and I just want to punch her in the face or stab her with a knife every time
Kovida98	validation	Abel Ferrara	On the Christmas Eve, while buying the Christmas gift for their daughter, the father is kidnapped, and his wife desperately tries to raise a high amount of money to pay the requested ransom "R Xmas" is a deceptive movie of ████████████
Kovida98	validation	William H Macy	Jews That said, the problem with this movie is that it views the United States - probably the most welcoming society ever to Jews outside of Israel - as a not very different place from Nazi Germany Set in 1943, the movie is about a man (██████████████) who gets confused with a Jew after he starts wearing glasses!
Kovida98	validation	Robert Carlylse	This film was just on two nights running on ITV1. dear oh dear Someone actually bought this on the strength of ███████████████.
Kovida98	validation	Dragon Hunt	Why is it that Canada can turn out decent to good movies in every genre, other then action? I caught ███████████ on TV the other day and it was like a train wreck I just could not change the channel
Kovida98	validation	Halfdan Hussey's	The one somewhat redeeming aspect of the movie is ████████████████ innovative visual effects However, as eye-catching as they may be, they do little to make up for the gaping flaws mentioned above
Kovida98	validation	Paxton	An example of the acting is when ██████'s character, Vann, is upset the South Vietnamese colonel for so he throws some of the sand from the "sand map"
Kovida98	validation	Abel Ferrara's	For the people who love ██████████████ films such as The Funeral, 'R Xmas is going to be a big disappointment, as it's been for me
Kovida98	validation	Don Peake	However it does have a few moments of interest to slasher fans, the occasional touch of spooky atmosphere, and a decent music score by █████████ Still, it's business as usual for dead-camper movies.
Kovida98	validation	CJ Stacy	Actually ████████ was the only good part of this movie - her charisma shines like a diamond in this horrid dung pile
Kovida98	validation	Tom Selleck's	I kind of had somewhat high expectations for this movie I've always thought that █████████████ lesser known movies (ie Runaway and Coma), where well above the ones he had more press
Kovida98	validation	Dunk Ernest	And again, I find myself in the minority. I didn't like this one This is the ONLY Varney work I haven't embraced, including Knowhutimean Slam ███████████ rates the credit for being the worst of the line, but this is a clear competitor for that dubious title.
Kovida98	testing	Lon Chaney Jr	At least █████████████ is still in it He once more reprises the role of the mummy Kharis, for the third time Too bad that he has such limited screen time this time
Kovida98	testing	jack	The end result is they get a flat tire The driver gets one of the people on the shuttle to help change the tire and the ████ slips and the guys fingers are crushed between the tire and the shuttle It's at this point that the driver reveals himself to be a kidnapper and he has taken all the people hostage
Kovida98	testing	David Lynch	Directing: oh my, IMNSHO ███████████ sucks, but someone trying to copy him sucks even harder Skip this one.
Kovida98	testing	Leo Gorcey	The film is harmless enough in its fashion although some may well take offense given how innocent Asians really did get singled out during the Second World War Overall though, it's a pretty generic effort and both ██████████ and Huntz Hall would have better moments, the best of which tend to come here when they ad-lib.
Kovida98	testing	Mr Gastineau	Well, the episode I just watched had the older "Gastineau Girl" whining about why people keep mentioning her husband (████████████, a famous American Football player apparently)
Kovida98	testing	Darwin	In short the films lacks focus and respectability, it is quite easy to find the character anywhere in Africa and has nothing to do ██████'s nightmare or fish fillet...What a load of rubbish!
Kovida98	testing	Richard Kelly	A box with a button provides a couple with the opportunity to be financially free, but the cost is the life of someone they've never met This is a very tedious film to watch █████████████, who wrote and directed it, decided to make a film without any payoff
Kovida98	testing	Leni RiefenStahl	I was hoping this would be of the calibre of Das Boot and echo the stark realism created by acclaimed German Director ████████████████ in her documentaries, sadly I was monumentally disappointed
Kovida98	testing	Simpson	one song played through the whole film #stein couldn't act and in my opinion one of the worst I've seen #terrible ending #racist moment and stealing ███████'s character named the good points
Kovida98	testing	Roslin	And ██████ is as annoying a character that's ever been put aboard a starship Out the airlock with her I could care less if it's six more months before they conclude
CurSpace	training	Holly	For my humanities quarter project for school, i chose to do human trafficking. After some research on the internet, i found this DVD and ordered it. I just finished watching it and I am still thinking about it. All I can say is "Wow". It is such a compelling story of a 12 year old Vietnamese girl named █████ and an American man named Patric who tries to save her. The ending leaves you breathless, and although it's not a happily-ever-after ending, it is very realistic.
CurSpace	training	Patric	For my humanities quarter project for school, i chose to do human trafficking. After some research on the internet, i found this DVD and ordered it. I just finished watching it and I am still thinking about it. All I can say is "Wow". It is such a compelling story of a 12 year old Vietnamese girl named Holly and an American man named ██████ who tries to save her. The ending leaves you breathless, and although it's not a happily-ever-after ending, it is very realistic.
CurSpace	training	Anthony Rapp	The premise is amazing and the some of the acting, notably Sally Kellerman and ████████████, is charming... but this film is near unwatchable.
CurSpace	training	Morton	Lynne Ramsey makes arresting images, and Samantha ██████ can summon feeling with a gesture.
CurSpace	training	Ron Livingston	"Holly" is an issue-driven film, but it is neither manipulative nor overly sentimental. At its heart is it is a character-driven film, which wouldn't be nearly so successful without the fleshed-out portrayals of Patrick (██████████████), the lost soul with the gradually awakening conscience, and Holly (Thuy Nguyen), the strong-willed but ultimately over-matched young Vietnamese girl. From the vibrant locations and photography to the effective editing, everything is forthright and well-done. The contemporary classical score may put some off at first, but it is top-notch composition and underscores the admirable restraint which is evident throughout. This film, which raises many issues but provides few clear-cut answers, ultimately succeeds in raising awareness of and compassion for Holly and the many who share her plight. Kudos to those who managed to get it made.
CurSpace	training	Holly	"█████" is an issue-driven film, but it is neither manipulative nor overly sentimental. At its heart is it is a character-driven film, which wouldn't be nearly so successful without the fleshed-out portrayals of Patrick (Ron Livingston), the lost soul with the gradually awakening conscience. 
CurSpace	training	Ron Livington	Holly addresses the issue of child sexploitation that is rampant all over the world (some 2 million children are trafficked every year) and does so sensitively and without manipulation--a tall order that the team at Priority Films does with great success. American actor █████████████ stars in the film alongside newcomer Thuy Nguyen, a Vietnamese actress who plays Holly, and together they bring to screen what is commonplace to the people at the notorious k11 redlight district in Cambodia. Although it tackles a heavy topic, the film holds on to moments of laughter and hope as we get to know the characters up close, keeping the two-hour film from being one that is too difficult to watch. I am glad a film like this is bringing the world's attention to the problem. Child prostitution needs to be stopped and this is a very good first step. It's GREAT and a film EVERYONE must see.
CurSpace	training	Thuy Nguyen	Holly addresses the issue of child sexploitation that is rampant all over the world (some 2 million children are trafficked every year) and does so sensitively and without manipulation--a tall order that the team at Priority Films does with great success. American actor Ron Livington stars in the film alongside newcomer ███████████, a Vietnamese actress who plays Holly, and together they bring to screen what is commonplace to the people at the notorious k11 redlight district in Cambodia. Although it tackles a heavy topic, the film holds on to moments of laughter and hope as we get to know the characters up close, keeping the two-hour film from being one that is too difficult to watch. I am glad a film like this is bringing the world's attention to the problem. Child prostitution needs to be stopped and this is a very good first step. It's GREAT and a film EVERYONE must see.
CurSpace	training	Holly	█████ addresses the issue of child sexploitation that is rampant all over the world (some 2 million children are trafficked every year) and does so sensitively and without manipulation--a tall order that the team at Priority Films does with great success.
CurSpace	training	James	I LOVED GOOD TIMES with the rest of many of you. I love reading INTELLIGENT and INSIGHTFUL commentary. The writers on THIS show were fantastic and the Actors were beyond TALENTED. To answer Strawberry22 (the neatest commentary to the other superior and positive commentary)...What happened was that █████ was killed in an accident (I believe I remember that it was a trucking accident or car accident) and it was the saddest episode (when it first aired and I was a tiny thing...it was so sad to me..).
CurSpace	training	Eric Monte	Back in 74 ██████████ made the classic T.V show Good Times. JJ has always been my favorite and I love watching the Reruns on T.V Land. Jimmie Walker always seemed to be the star and not Esther Rolle. John Amos most of the time felt a little jealous of Jimmie Walker's popularity winning millions of fans time to sit and watch Good Times. The show would have been dead if JJ would't have been there to save it with his always Kool Aid attitude. Drinking KOOL AID was like his favorite thing on the show. I was 3 when it came out and 8 when it ended. Instead of 1974-1979 it should have went longer like in the 1980's when I was just growing up.
CurSpace	training	Jimmie	Back in 74 Eric Monte made the classic T.V show Good Times. JJ has always been my favorite and I love watching the Reruns on T.V Land. ██████ Walker always seemed to be the star and not Esther Rolle. The show would have been dead if JJ would't have been there to save it with his always Kool Aid attitude. Drinking KOOL AID was like his favorite thing on the show. I was 3 when it came out and 8 when it ended. Instead of 1974-1979 it should have went longer like in the 1980's when I was just growing up.
CurSpace	training	Walker	Back in 74 Eric Monte made the classic T.V show Good Times. JJ has always been my favorite and I love watching the Reruns on T.V Land. Jimmie ██████ always seemed to be the star and not Esther Rolle. The show would have been dead if JJ would't have been there to save it with his always Kool Aid attitude. Drinking KOOL AID was like his favorite thing on the show. I was 3 when it came out and 8 when it ended. Instead of 1974-1979 it should have went longer like in the 1980's when I was just growing up.
CurSpace	training	Esther Rolle	Back in 74 Eric Monte made the classic T.V show Good Times. JJ has always been my favorite and I love watching the Reruns on T.V Land. Jimmie Walker always seemed to be the star and not ████████████. John Amos most of the time felt a little jealous of Jimmie Walker's popularity winning millions of fans time to sit and watch Good Times. The show would have been dead if JJ would't have been there to save it with his always Kool Aid attitude. Drinking KOOL AID was like his favorite thing on the show. I was 3 when it came out and 8 when it ended. Instead of 1974-1979 it should have went longer like in the 1980's when I was just growing up.
CurSpace	training	Pitt	Great drama with all the areas covered EXCEPT for screenlay which was too slow and should have shown more relevant scenes like's character interviewing the President, getting murdered instead of just having it described to us.Scenes like those would have kept the audience awake.Cutting away some useless minutes could have made more room for more heartpounding scenes like those.The dragging of the film kept this one from all time greatness although to see ████ here makes the film so worth watching.Also,big fans of fising,early 20th century styles and Montana will really like this as well........
CurSpace	training	Michael	███████ Bowen plays an innocentish young man who hitchhikes a thousand miles to visit his absentee millionaire father (the creepy Ray Wise) at a sprawling, windmill-powered ranch and ends up tangled in the dangerous web of his young, scheming and seductive stepmother from hell (the yummy Clare Wren), thus causing trouble for the already dysfunctional family. An edgy, stylish and exciting drama that received no promotion and was sent straight to VHS and cable TV--where I first saw it. It is beautifully written, smartly acted, and tightly directed from a script that keeps you biting your nails. I cannot believe the reviewers who disliked it ever actually saw it. It is an undiscovered classic.
CurSpace	training	Ray Wise	Michael Bowen plays an innocentish young man who hitchhikes a thousand miles to visit his absentee millionaire father (the creepy ████████) at a sprawling, windmill-powered ranch and ends up tangled in the dangerous web of his young, scheming and seductive stepmother from hell (the yummy Clare Wren), thus causing trouble for the already dysfunctional family. An edgy, stylish and exciting drama that received no promotion and was sent straight to VHS and cable TV--where I first saw it. It is beautifully written, smartly acted, and tightly directed from a script that keeps you biting your nails. I cannot believe the reviewers who disliked it ever actually saw it. It is an undiscovered classic.
CurSpace	training	Clare Wren	Michael Bowen plays an innocentish young man who hitchhikes a thousand miles to visit his absentee millionaire father (the creepy Ray Wise) at a sprawling, windmill-powered ranch and ends up tangled in the dangerous web of his young, scheming and seductive stepmother from hell (the yummy ██████████), thus causing trouble for the already dysfunctional family. An edgy, stylish and exciting drama that received no promotion and was sent straight to VHS and cable TV--where I first saw it. It is beautifully written, smartly acted, and tightly directed from a script that keeps you biting your nails. I cannot believe the reviewers who disliked it ever actually saw it. It is an undiscovered classic.
CurSpace	training	Black	This was what black society was like before the crack epidemics, gangsta rap, and AIDS that beset the ghettos in the eighties. Decent, hardworking families that struggled to get by and all the traumas and tribulations they faced. █████ America was a different group of people in the seventies. Still full of hope and flying high on the civil rights movements of the sixties, times were hard but still worth fighting for. Keepin' your head above water, making a wave when you can, this show showed how black society struggled to work together as people and families, before they started to prey on each other and everyone else in order to survive the horrors of the ghettos. It is heart-breaking to see what the black ghettos were like then and what they have become now.
CurSpace	training	America	This was what black society was like before the crack epidemics, gangsta rap, and AIDS that beset the ghettos in the eighties. Decent, hardworking families that struggled to get by and all the traumas and tribulations they faced. Black ███████ was a different group of people in the seventies. Still full of hope and flying high on the civil rights movements of the sixties, times were hard but still worth fighting for. Keepin' your head above water, making a wave when you can, this show showed how black society struggled to work together as people and families, before they started to prey on each other and everyone else in order to survive the horrors of the ghettos. It is heart-breaking to see what the black ghettos were like then and what they have become now.
CurSpace	training	Pauline	Like some of the other folks who have reviewed this film, I was also waxing nostalgic about it...before I had the misfortune to actually watch it again. Alas, my childhood memories of this film were completely untrustworthy, and The Perils of ███████ is now revealed to be an embarrassing exercise in banal, racist, and plain boring film-making. Even the presence of old pros Edward Everett Horton and Terry-Thomas can't overcome a rancid screenplay, a horrible theme song, and some wretched 'special effects'. In addition, the stereotypical depictions of African and Arab characters make for painful viewing, especially considering this was produced in the immediate wake of the Civil Rights movement. Judging from the results, that is a completely believable (and baffling) scenario.
CurSpace	training	Edward Everett Horton	Like some of the other folks who have reviewed this film, I was also waxing nostalgic about it...before I had the misfortune to actually watch it again. Alas, my childhood memories of this film were completely untrustworthy, and The Perils of Pauline is now revealed to be an embarrassing exercise in banal, racist, and plain boring film-making. Even the presence of old pros █████████████████████ and Terry-Thomas can't overcome a rancid screenplay, a horrible theme song, and some wretched 'special effects'. In addition, the stereotypical depictions of African and Arab characters make for painful viewing, especially considering this was produced in the immediate wake of the Civil Rights movement. Michael Weldon's original Psychotronic Encyclopedia reports that The Perils of Pauline was originally produced for television but inexplicably ended up getting a theatrical release. Judging from the results, that is a completely believable (and baffling) scenario.
CurSpace	training	Michael	Like some of the other folks who have reviewed this film, I was also waxing nostalgic about it...before I had the misfortune to actually watch it again. Alas, my childhood memories of this film were completely untrustworthy, and The Perils of Pauline is now revealed to be an embarrassing exercise in banal, racist, and plain boring film-making. Even the presence of old pros Edward Everett Horton and Terry-Thomas can't overcome a rancid screenplay, a horrible theme song, and some wretched 'special effects'. In addition, the stereotypical depictions of African and Arab characters make for painful viewing, especially considering this was produced in the immediate wake of the Civil Rights movement. ███████ Weldon's original Psychotronic Encyclopedia reports that The Perils of Pauline was originally produced for television but inexplicably ended up getting a theatrical release. Judging from the results, that is a completely believable (and baffling) scenario.
CurSpace	training	Weldon	Like some of the other folks who have reviewed this film, I was also waxing nostalgic about it...before I had the misfortune to actually watch it again. Alas, my childhood memories of this film were completely untrustworthy, and The Perils of Pauline is now revealed to be an embarrassing exercise in banal, racist, and plain boring film-making. Even the presence of old pros Edward Everett Horton and Terry-Thomas can't overcome a rancid screenplay, a horrible theme song, and some wretched 'special effects'. In addition, the stereotypical depictions of African and Arab characters make for painful viewing, especially considering this was produced in the immediate wake of the Civil Rights movement. Michael ██████'s original Psychotronic Encyclopedia reports that The Perils of Pauline was originally produced for television but inexplicably ended up getting a theatrical release. Judging from the results, that is a completely believable (and baffling) scenario.
CurSpace	training	Mamet	This is very nearly a perfect film. The ideas would be repeated by █████, but never told so succinctly.
CurSpace	training	Elvira	Hey HULU.com is playing the ██████ late night horror show on their site and this movie is their under the Name Monsteroid, good fun to watch comment on this Crappy movie ....Have Fun with bad movies. Anyways this movie really has very little value other than to see how bad the 70's were for horror flicks Bad Effects, Bad Dialog, just bad movie making. Avoid this unless you want to laugh at it. While you are at HULU check out the other movies that are their right now there is 10 episodes and some are pretty decent movies with good plots and production and you can watch a lot of them in 480p as long as you have a decent speed connection.
CurSpace	training	John De Bello	Yes, it can be done. █████████████ and Costa Dillon cleaned out the garbage of their minds and come up with the worst comedic, horror , Sc-Fi musical. If there is any acting, it is terrible or way over the top. Special effects; take your pick...very low budget or kindergarten. Every cheap cliché thought of is used. No doubt a fun movie to watch. Worth a cold six-pack or two. Point the finger at radiation if you need an excuse. Mutant tomatoes grow to almost the size of a tow truck and begin attacking mankind. San Diego is a good place as any to start. Scientists and an absent minded military must find the way to stop this red rolling menace. This cult favorite features: David Miller, Eric Christmas, Al Sklar, Tom Coleman, Sharon Taylor and John Qualls.
CurSpace	training	Costa Dillon	Yes, it can be done. John De Bello and ████████████ cleaned out the garbage of their minds and come up with the worst comedic, horror , Sc-Fi musical. If there is any acting, it is terrible or way over the top. Special effects; take your pick...very low budget or kindergarten. Every cheap cliché thought of is used. No doubt a fun movie to watch. Worth a cold six-pack or two. Point the finger at radiation if you need an excuse. Mutant tomatoes grow to almost the size of a tow truck and begin attacking mankind. San Diego is a good place as any to start. Scientists and an absent minded military must find the way to stop this red rolling menace. This cult favorite features: David Miller, Eric Christmas, Al Sklar, Tom Coleman, Sharon Taylor and John Qualls.
CurSpace	training	David Miller	Yes, it can be done. John De Bello and Costa Dillon cleaned out the garbage of their minds and come up with the worst comedic, horror , Sc-Fi musical. If there is any acting, it is terrible or way over the top. Special effects; take your pick...very low budget or kindergarten. Every cheap cliché thought of is used. No doubt a fun movie to watch. Worth a cold six-pack or two. Point the finger at radiation if you need an excuse. Mutant tomatoes grow to almost the size of a tow truck and begin attacking mankind. San Diego is a good place as any to start. Scientists and an absent minded military must find the way to stop this red rolling menace. This cult favorite features: ████████████, Eric Christmas, Al Sklar, Tom Coleman, Sharon Taylor and John Qualls.
CurSpace	training	Eric Christmas	Yes, it can be done. John De Bello and Costa Dillon cleaned out the garbage of their minds and come up with the worst comedic, horror , Sc-Fi musical. If there is any acting, it is terrible or way over the top. Special effects; take your pick...very low budget or kindergarten. Every cheap cliché thought of is used. No doubt a fun movie to watch. Worth a cold six-pack or two. Point the finger at radiation if you need an excuse. Mutant tomatoes grow to almost the size of a tow truck and begin attacking mankind. San Diego is a good place as any to start. Scientists and an absent minded military must find the way to stop this red rolling menace. This cult favorite features: David Miller, ██████████████, Al Sklar, Tom Coleman, Sharon Taylor and John Qualls.
CurSpace	training	Al Sklar	Yes, it can be done. John De Bello and Costa Dillon cleaned out the garbage of their minds and come up with the worst comedic, horror , Sc-Fi musical. If there is any acting, it is terrible or way over the top. Special effects; take your pick...very low budget or kindergarten. Every cheap cliché thought of is used. No doubt a fun movie to watch. Worth a cold six-pack or two. Point the finger at radiation if you need an excuse. Mutant tomatoes grow to almost the size of a tow truck and begin attacking mankind. San Diego is a good place as any to start. Scientists and an absent minded military must find the way to stop this red rolling menace. This cult favorite features: David Miller, Eric Christmas, ████████, Tom Coleman, Sharon Taylor and John Qualls.
CurSpace	training	Tom Coleman	Yes, it can be done. John De Bello and Costa Dillon cleaned out the garbage of their minds and come up with the worst comedic, horror , Sc-Fi musical. If there is any acting, it is terrible or way over the top. Special effects; take your pick...very low budget or kindergarten. Every cheap cliché thought of is used. No doubt a fun movie to watch. Worth a cold six-pack or two. Point the finger at radiation if you need an excuse. Mutant tomatoes grow to almost the size of a tow truck and begin attacking mankind. San Diego is a good place as any to start. Scientists and an absent minded military must find the way to stop this red rolling menace. This cult favorite features: David Miller, Eric Christmas, Al Sklar, ███████████, Sharon Taylor and John Qualls.
